,date,headline
340,2018-02-18,Crypto Olympics: EOS vs. IOTA (MIOTA) 
341,2018-02-17,"Bitcoin (BTC), Ripple (XRP), Monero (XMR), and TRON (TRX) Lead the Market "
342,2018-02-17,Crypto Olympics: Cardano (ADA) vs. Bitcoin Cash (BCH) 
343,2018-02-17,"NEO, China’s Ethereum, Soars as the Lunar New Year Kicks Off "
344,2018-02-16,Don’t Invest in Crypto to Make Money – Invest in a Project You’re Proud to Support 
345,2018-02-16,NEM Price Crash – IOTA and Dash Replace NEM? 
346,2018-02-16,Populous (PPT) and 0x (ZRX): Leading Coins Today 
347,2018-02-16,The Cheapest (and Best) Places for Bitcoin Mining 
348,2018-02-16,"Monero Price Doubled, But It is Set to Crash "
349,2018-02-16,Update: NEO and Bitcoin Cash (BCH) Lead the Rally 
350,2018-02-16,Crypto Olympics: Litecoin (LTC) vs. Ethereum (ETH) 
351,2018-02-16,Coinbase Exchange Drains Customer Bank Accounts – Utter Pandemonium Unleashes 
352,2018-02-15,VeChain (VEN) & Monero (XMR) Booming 
353,2018-02-15,Litecoin Price Watch – LTC/USD Breaks Above $230 
354,2018-02-15,Want to Win Bitcoin (BTC)? MonteCrypto Game Launches Feb 20th 
355,2018-02-15,Global Blockchain Investment KodakOne Joins ICOxConnect Platform 
356,2018-02-15,Which Game Will Top Cryptokitties and Tron Dogs? 
357,2018-02-15,"Lisk (LSK), Litecoin (LTC), and Cardano (ADA) Continue to Grow "
358,2018-02-15,Cryptocurrency and Taxes: You MUST Claim Your Cryptocurrency 
359,2018-02-15,Crypto Olympics: Ripple (XRP) vs. Ethereum (ETH) 
360,2018-02-14,Cryptocurrency Market Rise – Chinese New Year Ramp Up? 
361,2018-02-14,Middle East Takes Two Crypto Steps Forward – Ripple (XRP) and Gold 
362,2018-02-14,Polymath (POLY) and RChain (RHOC) Explained 
363,2018-02-14,"Litecoin (LTC), Monero (XMR), & Dash (DASH) Top Coins Today "
364,2018-02-14,"NEO, EOS, and IOTA (MIOTA) Make Gains Today "
365,2018-02-14,"Microsoft, IBM, and Other Blue Chips Are Investing Heavily in Blockchain Technologies – Here’s Why "
366,2018-02-14,Bitcoin Mining May Cause Energy Shortage In Iceland 
367,2018-02-14,Crypto Olympics: Stellar (XLM) vs. Ripple (XRP) 
368,2018-02-13,Cryptocurrency Mining Will Leave Iceland Without Power 
369,2018-02-13,Litecoin Price Watch – LTC/USD Holds Support At $156 
370,2018-02-13,"Ethereum (ETH), Ripple (XRP), LISK (LSK), & TRON (TRX) Update "
371,2018-02-13,1956 Porsche Speedster to Become Tokenized Car 
372,2018-02-13,Man Arrested in Thailand with $800M+ USD of Stolen Bitcoin 
373,2018-02-13,Cardano (ADA) and Litecoin (LTC): Where Will they End? 
374,2018-02-13,Crypto Exchange Says Traders Need to Take on More Responsibility 
375,2018-02-13,Stellar (XLM) and EOS: Top Coins of the Day 
376,2018-02-13,Coinbase Introduces PayPal-like Commerce Button That Could Change the Game 
377,2018-02-13,Cryptocurrencies Are Again in the Red – Regulators Stalled the Bull Run 
378,2018-02-13,JP Morgan Retreats From Earlier Stance; the Company Offers Upbeat Outlook 
379,2018-02-13,Crypto Olympics: Ethereum (ETH) vs. NEO (NEO) 
380,2018-02-12,Crypto Olympics: TRON (TRX) vs. Litecoin (LTC) 
381,2018-02-11,UK Entrepreneurs Sell 50 Apartments in Dubai for Bitcoin 
382,2018-02-10,NANO (XRB) Plummets after $170 Million Stolen on BitGrail 
383,2018-02-10,Crypto Olympics: Litecoin (LTC) Vs. Monero (XMR) 
384,2018-02-09,What does a Cryptocurrency Future Look Like? 
385,2018-02-09,The Sporadic Jumping of E-coin (ECN): Can We Trust this Token? 
386,2018-02-09,"Litecoin (LTC), IOTA (MIOTA), & Stellar (XLM) Update "
387,2018-02-09,Litecoin Price Watch – LTC/USD Showing Strength 
388,2018-02-09,Arizona to Accept Bitcoin and Cryptocurrencies for Taxes 
389,2018-02-09,"Bitcoin Gold(BCG), Ethereum Classic(ETC), & Bitcoin Cash(BCH) Update "
390,2018-02-09,"Ripple (XRP), Cardano (ADA), and EOS Make Gains Today "
391,2018-02-09,Crypto Olympics: TRON (TRX) vs. Lisk (LSK) 
392,2018-02-09,LianLian Join RippleNet- Bullish Activities Support the Move 
393,2018-02-09,Bitcoin Will Surge Further – Here’s Why 
394,2018-02-08,To HODL or Not to HODL? HODL Investment Strategies 
395,2018-02-08,Ethereum (ETH) vs. Lisk (LSK) 
396,2018-02-08,Hedge Fund Doesn’t Think Kodak Can Make it in Blockchain 
397,2018-02-08,"Bitcoin (BTC), EOS, and IOTA Comeback Despite Binance Trading Halt "
398,2018-02-08,Austrian Energy Supplier Testing Blockchain-Based Services 
399,2018-02-08,NEO and Stellar (XLM): The Best Altcoins of 2018 
400,2018-02-08,"Notable Experts Signals Crash, but Cryptocurrencies Rebound – What Next? "
401,2018-02-08,Bitcoin Cash (BCH) Starts the Day High with 28% Growth 
402,2018-02-08,Phones Hacked to Mine Cryptocurrency: Monero Android Malware Discovered 
403,2018-02-08,Major Policymakers compare Crypto’s to Ponzi Schemes 
404,2018-02-07,Analysts Predict Bitcoin Will Hit $50K in 2018 
405,2018-02-07,"Bitcoin Price Poised to Hit $50,000 – But How? "
406,2018-02-07,Ethereum (ETH) and Litecoin (LTC): Coins to Invest in Before the Market Recovers 
407,2018-02-07,Top 3 Privacy Cryptocurrency Coins in 2018 
408,2018-02-07,Ripple (XRP) and Stellar (XLM) Race to the Finish Line 
409,2018-02-07,Cryptocurrencies – Excitement is Limited 
410,2018-02-07,"NEO, Lisk (LSK), Monero (XMR), & Tron (TRX) Update "
411,2018-02-06,Litecoin Price Analysis – LTC/USD Heading Back to $150? 
412,2018-02-06,"Cryptocurrencies Are in The Green, But Carl Icahn Called Them ‘Ridiculous’ "
413,2018-02-06,Bitcoin (BTC) Not Living Up to Its Original Promise 
414,2018-02-06,Ark and Dent Ride the Crypto Success Wave: Both Coins Trading Up Today 
415,2018-02-06,Texas’ War On Cryptocurrency – DavorCoin Banned 
416,2018-02-06,NEO & NEM (XEM) Dominate the Market Today 
417,2018-02-06,The Chinese New Year Crypto Effect: Will Chinese New Year Cause a Crypto Fallout Again? 
418,2018-02-06,Cryptocurrencies Lost Half a Trillion Dollars – Where is the Support Level? 
419,2018-02-06,The Top Three Cryptocurrencies Are Range-Bound; But Stellar and Cardano Look Better 
420,2018-02-05,Italian Energy Company Enel Refuses to Power Bitcoin Miners 
421,2018-02-05,Cryptocurrencies: Panic Selling And Why 
422,2018-02-05,Mining for Charity: UNICEF’s Ethereum Donation Drive 
423,2018-02-05,Hidden Visa and Mastercard Fees on Crypto Purchases 
424,2018-02-05,"XPlay (XPA) Coin Up Today, Potential Pump and Dump? "
425,2018-02-05,Cryptocurrencies: Why Analysts Suggest Holding Off Until Complete Stabilization 
426,2018-02-05,"This Artist Hides Bitcoin in Digital Paintings – If You Solve It, You Keep It "
427,2018-02-05,More Crypto Bans: Lloyds Shuts Down Credit Card Purchases 
428,2018-02-05,Bitcoin Price: What’s The Chance Of Bouncing Back? 
429,2018-02-03,J.P. Morgan Chase and Bank of America Ban Credit Card Crypto Purchases 
430,2018-02-03,"Cardano (ADA), Litecoin (LTC), and Tron (TRX) Lead the Comeback "
431,2018-02-02,The European Commission Just Launched a Blockchain Observatory 
432,2018-02-02,"DigixDAO (DGD), Dentacoin (DCN), and Nano (XRB) Take Off "
433,2018-02-02,Canada’s First Blockchain ETF Set For Launch Next Week 
434,2018-02-02,Cryptocurrency Millionaires Build “Crypto Utopia” in Puerto Rico 
435,2018-02-02,RaiBlocks Rebrands to Nano and the Coin sees a 37% Increase! – UPDATED 
436,2018-02-01,UPS to Accept Payment in Bitcoins? It’s On the Horizon 
437,2018-02-01,Ethereum (ETH) Remains Strong Despite Panicked Market 
438,2018-02-01,Google Searches Spell Disaster for Bitcoin 
439,2018-02-01,"Ripple’s (XRP) Bearish Turn in January, but Why? "
440,2018-02-01,"Cryptocurrency Crash Intensified, But Investors Have Yet to Find a Bottom to the Sell-off "
441,2018-02-01,Ethereum Price Stable Despite Controversies and Regulatory Concerns 
442,2018-02-01,India’s Anti-Bitcoin Sentiments Cause Crypto Panic: BTC Drops Almost 10% and Crypto Market Plummets 
443,2018-02-01,KodakCoin ICO Launch Delayed by “Several Weeks” 
444,2018-01-31,"Crypto Coins for Small Payments: RaiBlocks (XRB), Litecoin (LTC), and Dogecoin (DOGE) "
445,2018-01-31,The Best Cryptocurrency Memes in 2018 (So Far) 
446,2018-01-31,LISK (LSK) & Stellar (XLM) Up Today. Are These The Ones To Watch for 2018? 
447,2018-01-31,Square Cash App Offers Bitcoin Support. Company Shares Rise 3% 
448,2018-01-31,Venezuela to Launch Token Pre-sale Next Month – ‘Petro’ Token ICO Now Official 
449,2018-01-31,Blockchain Technologies Are Flourishing But What About Cryptocurrencies? 
450,2018-01-31,Harunustaspor use Bitcoin to Sign New Player. Turkish Soccer Team makes a Historical Transaction. 
451,2018-01-31,U.S. Court Freezes BitConnect’s Assets As Lawsuits Pile Up 
452,2018-01-31,Bitcoin Value Halves in January. What’s Next for the Cryptocurrency? 
453,2018-01-31,What is the ARK coin? This Altcoin is Storming into the Crypto Market – UPDATED 
454,2018-01-30,Bitcoin Cash Controversy Over U.S. Government Comments. “Bitcoin Cash is the Original Blockchain” 
455,2018-01-30,Judd Gregg and Bitcoin. Former Governor Compares Bitcoin to Gold 
456,2018-01-30,Facebook Bans Cryptocurrency Ads Due To Frequent Fraud 
457,2018-01-30,"Tron (TRX), Cardano (ADA), and Stellar (XLM) Down "
458,2018-01-30,Over One Million People in Line to Use Robinhood’s Crypto Service 
459,2018-01-30,Coincheck Exchange Will Repay Hack Victims 
460,2018-01-30,Cryptocurrency Crash: Why Prices Are Falling And Likely to Stay Lower 
461,2018-01-30,"Ignis, SIRIN LABS (SRN), and Revain (R) Top Crypto Performers for the Day "
462,2018-01-30,Bitcoin Price Crash: Don’t Ignore the Cost of Production 
463,2018-01-30,World’s First Soccer Cryptocurrency Is Coming Soon 
464,2018-01-30,Man Held at Gunpoint and Forced to Transfer Bitcoin 
465,2018-01-29,YouTube Ad Hack. CoinHive Malware Attack Uses Computer Power to Mine 
466,2018-01-29,"Useless Ethereum is Literally Useless: ‘Seriously, Don’t Buy These.’ "
467,2018-01-29, CryptoKitties will Break Into China with Huge Partnership 
468,2018-01-29,Will 2018 be the Year for DENT? 
469,2018-01-29,The Rise of NEO: China’s Answer to Ethereum Takes the Market by Storm 
470,2018-01-29,Bitcoin Price: What was the Impact of the Coincheck Hack? 
471,2018-01-29,Cryptocurrencies Under $5: 5 Affordable Crypto Coins  
472,2018-01-29,"Cryptocurrencies in Doldrums, But The Rating Agency Ranks Ethereum Above Bitcoin "
473,2018-01-28,The NIST Released a Report on Blockchain Technology – And it Made My Life Easier! 
474,2018-01-28,"Tron (TRX) Dogs In English Just Launched, Again "
475,2018-01-27,Will Ethereum (ETH) Pass Bitcoin (BTC) This Year? 
476,2018-01-26,Is Katy Perry the Latest Celebrity to Join the Cryptocurrency Industry? 
477,2018-01-26,"Ethereum Price Silent, World Leaders Expressing Concerns in Davos "
478,2018-01-26,"Economist That Predicted the 2008 Financial Crisis is Not a Fan of Bitcoin or Blockchain, Here’s Why "
479,2018-01-26,"Howard Schultz Is High On Cryptocurrency, But Bitcoin? Not So Much "
480,2018-01-26,Brisbane Airport to Start Accepting Cryptocurrency as Payment Method at In-Terminal Shops 
481,2018-01-26,"BitConnect Was A Ponzi Scheme, Alleges Lawsuit "
482,2018-01-26,Cryptocurrencies Are All About Speculation and Illegal Transfer of Money 
483,2018-01-26,Ripple (XRP) & NEM (XEM) Down After Largest Crypto Hack Ever 
484,2018-01-25,Move Over Coinbase: Robinhood Adds Zero-Fee Crypto Trading Feature 
485,2018-01-25,Cryptocurrencies Aren’t Responding to Controversies – Here’s Why 
486,2018-01-25,Payment Services Companies Are Showing Confidence in Ripple’s xRapid Product 
487,2018-01-25,Cryptocurrency Expert Jimmy Song to Join Blockchain Capital 
488,2018-01-25,BREAKING: Are KYCs Making the Crypto Market Unfair? 
489,2018-01-25,Is The TRON (TRX) “FOMO” Over? Price Stays Stagnant 
490,2018-01-25,"Bitcoin Mining Hotspots. Canada, Scandinavia, and Russia Might be the Front-Runners "
491,2018-01-24,BEWARE of the Bitcoin ATMs 
492,2018-01-24,Why Populous (PPT) Should Be Added To Your Crypto Portfolio 
493,2018-01-24,Arsenal Football Team Partners with CashBet Coin in a Cryptocurrency World First 
494,2018-01-24,Economist Stiglitz Calls for Bitcoin Regulations to “Drive it out of Existence” 
495,2018-01-24,Did You Know: Rapper 50 Cent Made Millions from Bitcoin 
496,2018-01-24,"Stellar (XLM), NEO (NEO), & Cardano (ADA) On The Rise "
497,2018-01-23,Stripe is Dropping Bitcoin Amid Growing Difficulties With The Currency 
498,2018-01-23,PIVX (PIVX) & Cryptonex (CNX) Make Huge Gains but What Are They? 
499,2018-01-23,"Ripple Leads the Cryptocurrency Rally, Dogecoin Creator Remarks are Weighing "
500,2018-01-23,Hermitage Capital CEO Says Criminal Activity Will Lead to the Death of Bitcoin 
501,2018-01-23,"Cryptocurrency Traders Cheers South Korean Stance, But the Upside is Limited "
502,2018-01-23,Tron (TRX) Update: First Beta Launch Scheduled for End of March 
503,2018-01-23,"Bitcoin Now In ‘Bubble Territory’, Warns Goldman Sachs "
504,2018-01-23,Ripple (XRP) & Stellar (XLM) Make a Comeback Today 
505,2018-01-22,"Proof-of-Stake Can Save Cryptocurrency: NEO, LSK & PHS to the Rescue "
506,2018-01-22,Nigerians Are Using An Old Approach To Beat Bitcoin Scams 
507,2018-01-22,"Cindicator (CND), NXT (NXT), & SIRIN Labs Token (SRN) Top Coins Today "
508,2018-01-22,"Bitcoin, Ripple, Ethereum and Other Top Cryptocurrencies Are Falling "
509,2018-01-22,The Cryptocurrency Bubble is Likely to Burst According to Analysts 
510,2018-01-22,Could Russia Solve the Crypto Crisis? 
511,2018-01-22,SIRIN Labs’ Token (SRN) Up 280% and Stands Out Among The Rest 
512,2018-01-22,Bitcoin Price Plunge: Regulatory Concerns Are Increasing 
513,2018-01-22,EOS (EOS) & Stellar (XLM) Are Making Gains Today but Why? 
514,2018-01-20,Are Institutional Investors To Blame For The Latest Bitcoin Sell Off? 
515,2018-01-20,"What Is MonaCoin, Nebulas, and VeChain? All Major Gainers Today "
516,2018-01-19,Bitcoin or Gold? Why Investors Should Consider Both in the Current Market 
517,2018-01-19,Cryptocurrencies Continue to Trade in a Narrow Range – Here’s Why 
518,2018-01-19,Nobel Laureate Robert Shiller Doesn’t Know What to Make of Digital Currency Bitcoin 
519,2018-01-19,"DASH Joins With Arizona State University, Big Things In Store For The Coin "
520,2018-01-19,What is Cindicator (CND) and Why is it Up Almost 150%? 
521,2018-01-19,Reuters Reports the Gov. of India Has Sent Tax Notices to Crypto Traders and Investors 
522,2018-01-19,Why Ripple is Substantially More Volatile Than Bitcoin? 
523,2018-01-19,"Bitcoin Struggles to Breach the $12,000 mark, Here’s Why? "
524,2018-01-18,Here’s What Well-Known Financial Leaders are Saying about Virtual Currency Bitcoin 
525,2018-01-18,"Watch Out CoinMarketCap, Wall Street Made Their Own Crypto Index "
526,2018-01-18,Ripple (XRP) Bounces Back 66% – Here’s What to Expect 
527,2018-01-18,Crypto Market Rebounds; Tron & BitConnect Among Biggest Gainers 
528,2018-01-18,"Bitcoin Rebounds Substantially, South Korean Dilemma Weighs "
529,2018-01-18,"Now Is The Best Time To Buy Bitcoin In 2018, Says Expert "
530,2018-01-17,ICO News: Gluon Partners with Stratis for Automotive Blockchain Platform 
531,2018-01-17,"Bitcoin, Ethereum, and Ripple Bounce Back After the Plunge "
532,2018-01-17,BitConnect Officially Shuts Down — Ponzi Scheme Confirmed? 
533,2018-01-17,BREAKING: Japan’s Largest Bank Set To Open Crypto Exchange Despite Bear Market 
534,2018-01-17,New Cryptocurrency Day Traders Are Losing Thousands but ICOs Are Thriving 
535,2018-01-17,The Dramatic Cryptocurrency Selloff Wiped off $200B in Two Days 
536,2018-01-17,Alibaba Launches Crypto Mining Platform Despite Chinese Government Restrictions 
537,2018-01-17,"Bitcoin Fell below $10,000 Mark – Here’s Why? "
538,2018-01-16,Is The Cryptocurrency Market Entering A Mature Stage? 
539,2018-01-16,"Mark Cuban, the NBA’s Dallas Mavericks Owner, Will Accept Bitcoin (BTC) and Ether (ETH) For Tickets "
540,2018-01-16,"Ripple Extends the Selloff, Down 66% from an All-Time High "
541,2018-01-16,Shares of Two Energy Companies Soaring After Announcing a Transition into Blockchain Technology 
542,2018-01-16,"Bitcoin, Ethereum, Ripple, Cardano, Litecoin and the Entire Cryptocurrency Market Continue to Suffer Major Losses, Here’s Why "
543,2018-01-16,Bitcoin Fumbles After Renewed South Korean Concerns 
544,2018-01-15,"Verge (XVG) Up By 600% In One Month, Could It Be The Next Monero "
545,2018-01-15,"Bitcoin Higher, but Ripple, Ethereum, and Bitcoin Cash Plunge "
546,2018-01-15,TRON (TRX): Justin Sun Is Talking The Talk but What’s The Deal? 
547,2018-01-15,"Bitmain Considers Expanding Bitcoin Mining Into Quebec, Canada "
548,2018-01-15,China and South Korea Continue Harsh Bitcoin Scrutiny  
549,2018-01-15,Bitcoin Soars After an Appalling Performance Last Week 
550,2018-01-15,"Ripple Continues Declining, Drops Below $1.90 – Here’s Why "
551,2018-01-15,Investors Should Be Aware of Cryptocurrency Pump-and-Dumps 
552,2018-01-15,"NEO Vs Ethereum (ETH): Dominant Altcoin, Still On The Rise "
553,2018-01-12,Litecoin (LTC) and All Major Cryptocurrencies On The Rise 
554,2018-01-12,Are We Standing At the Top of a Bitcoin Bubble? 
555,2018-01-12,Canadian Couple Will Accept Bitcoin For Their Oceanfront Property 
556,2018-01-12,Chinese Internet Giant Baidu Launches Blockchain-as-a-Service Platform 
557,2018-01-12,KFC Canada Now Accepting Bitcoin As Payment 
558,2018-01-12,Why Is Ethereum Outperforming Other Cryptocurrencies? 
559,2018-01-12,Two of Three Major Cryptocurrencies Are Likely to End the Week in the Red 
560,2018-01-11,"VeChain Now Up 938% Over Past 30 Days, Still Undervalued "
561,2018-01-11,Stellar (XLM) & Tron (TRX) What Happened? 
562,2018-01-11,The North American Bitcoin Conference No Longer Accepting Bitcoin as Payment Method for Tickets 
563,2018-01-11,Why The Cryptocurrency Market Is Down Almost $200 Billion And What To Expect 
564,2018-01-11,Ripple is Soaring When Other Cryptocurrencies Are Volatile 
565,2018-01-11,Bitcoin Fumbles After The Potential Ban 
566,2018-01-10,"Ethereum Reaches $1,400, Despite Its Major Issues "
567,2018-01-10,Ripple Plunges For Third Straight Session – Here’s What To Expect? 
568,2018-01-10,Ethereum and Bitcoin Cash Are Soaring Despite A Broader Selloff 
569,2018-01-10,"Dogecoin Is Still Down -13.30%, After Turbulent Start To The Week "
570,2018-01-10,What Is The KODAKCoin and How Will It Change Photography? 
571,2018-01-09,Big Corporations Are Clicking Into the Blockchain Technologies 
572,2018-01-09,Cryptocurrencies Are Making Big Swings – Here’s What to Expect 
573,2018-01-09,JP Morgan Chase CEO Jamie Dimon Wary Of Bitcoin But Says He Was Wrong for Calling It A Fraud 
574,2018-01-09,Tron (TRX) Hit With Plagirization Accusations 
575,2018-01-09,Bitcoin Dips For The Second Straight Session 
576,2018-01-09,NEM (XEM) The Silent Rising Star 
577,2018-01-09,Dentacoin Begins To Deflate After Record Increase 
578,2018-01-09,PACCoin: A Pump and Dump? Signs To Look Out For 
579,2018-01-08,What Is COBINHOOD (COB) & Why Is It Up 83% Today? 
580,2018-01-08,Cryptocurrency Prices Could Stay Lower Amid Chinese Policies 
581,2018-01-08,The Redpulse Coin: Why the Chinese Market may Never be the Same Again 
582,2018-01-08,TRON (TRX) Dogs Update and Why The Cryptocurrency Has Tanked 
583,2018-01-08,"Ethereum: Reaches Over $1,200 and Reclaims #2 "
584,2018-01-05,UK’s Central Bank Terminates Plans to Roll Out its Own Digital Currency 
585,2018-01-05,"The Rumours are False, Ripple Won’t Be Joining Coinbase; What Does this Mean for Ripple? "
586,2018-01-05,The Power of the Internet Meme: Dogecoin 
587,2018-01-05,"Stellar (XLM) Vs. Ripple (XRP), Who Reigns Supreme? "
588,2018-01-05,Is Litecoin Making A Comeback? 
589,2018-01-05,Bitcoin Rally? Up 13% For The Day 
590,2018-01-05,The Cryptocurrency Mania Will Expand Further 
591,2018-01-04,"Cardano Now The 5th Largest Cryptocurrency, Here’s Why. "
592,2018-01-04,"With Ripple’s Co-Founder the Richest Person in the World, Does it Mean that Ripple Will Last? "
593,2018-01-04,"Careful Ripple, Ethereum’s Coming for You "
594,2018-01-04,"TRON (TRX) Up 8947% In Just 30 Days, Here’s How To Buy It "
595,2018-01-03,"Bitcoin is Akin to Gambling, Causing Egypt to Ban It "
596,2018-01-03,"Move Over Bitcoin, It’s Ripple’s Time to Shine "
597,2018-01-03,"Total Crypto Market Cap Hits Over $739 Gain Billion, Smashes Record "
598,2018-01-02,Crypto Exchange Huobi Moving into Japanase and South Korean Markets 
599,2018-01-02,How many Bitcoin Billionaires Are There? 
600,2018-01-02,"Bitcoin: A Year in Review – Plus, Where Will It Go in 2018? "
601,2017-12-29,Cryptocurrency Exchange Poloniex Upgrades Account Verification Process to Cut Down on Criminal Activity 
602,2017-12-29,Bitcoin Grabs the Number Two Spot on Google’s Top Searches in 2017 List 
603,2017-12-29,Exmo Leading Analyst Returned Friday after Being Kidnapped on Dec. 26 
604,2017-12-29,"Ripple Just Passed Ethereum, Now Second Largest Cryptocurrency "
605,2017-12-29,Chrome Extension “Archive Poster” Will Mine Cryptocurrencies on Your Computer Without Your Consent or Knowledge 
606,2017-12-28,Litecoin Dropped More Than 10% One Week After Hitting Record High 
607,2017-12-28,Bitcoin Drops Again in Price – Is the Slump Ever Going to End or Are We Leaving the Digital Currency in 2017? 
608,2017-12-28,Time to Start Using Bitcoin Mining for the Sake of Science 
609,2017-12-28,Is the Decentralized System Becoming More Centralized? 
610,2017-12-28,Is 2018 Going To Be The Death of ICOs? 
611,2017-12-28,Is Human Body Energy The New Crypto Mining Power Solution? 
612,2017-12-27,How Long Will Ripple’s Price Increase Last? 
613,2017-12-27,Secretary of the Commonwealth of Massachusetts Says Virtual Currency Bitcoin is 100% Speculation 
614,2017-12-27,This Long-Time Bitcoin Analyst Believes the Digital Currency Will Continue to Have Price Fluctuations Next Year 
615,2017-12-27,Will 2018 Be the Year for Ethereum? 
616,2017-12-22,"Bitcoin Drops, But Investors Are Encouraged to Hold "
617,2017-12-22,"Rough Day For Cryptocurrency, Top 14 Suffer Major Losses "
618,2017-12-21,"Bitcoin Price Reasoning and Speculations on the Rise Now that Bitcoin Drops Another 5% to $15,463 "
619,2017-12-21,"EtherDelta Hacked, Losses Reported Not As Bad As They Could Have Been "
620,2017-12-21,NYSE Files for Bitcoin Future Contracts ETFs with SEC 
621,2017-12-21,Paragon (PRG) Reaches Highs Over 1111% In Just 12 Hours 
622,2017-12-21,This Dubai-Based Firm Just Got Issued a Cease and Desist Order for its Bitcoin Mining Ploy 
623,2017-12-21,Victory Square Adds Blockchain Pioneer And Bluzelle CEO Pavel Bains As Strategic Advisor 
624,2017-12-20,"Charlie Lee Just Sold All Of His Litecoin, BIG News For The Altcoin "
625,2017-12-20,Coinbase Investigates Insider Trading As Bitcoin Cash Skyrockets In Price Prior To Launch 
626,2017-12-19,"Why DASH? Breaks Over $1,250 "
627,2017-12-19,CME Bitcoin Futures Exchange has Officially Launched – And It’s Doing Better than Cboe 
628,2017-12-19,"Ether Hits $800, Up 10,000% In 2017 "
629,2017-12-19,What is Augur (REP)? 
630,2017-12-18,"Bitcoin Cash Comeback? On The Rise and Breaks $2,000 "
631,2017-12-18,Shark Tank Investor Weighs In On Bitcoin 
632,2017-12-18,Utah Attorneys Rush To Sell Confiscated Bitcoins 
633,2017-12-18,Man Makes $1.1 Million Off Bitcoin Scam Selling Chuck E. Cheese Tokens 
634,2017-12-18,"Bitcoin Breaks $20,000 "
635,2017-12-15,eGaming Platform Wild Crypto Selects New CEO Ahead of January 20 Launch 
636,2017-12-15,"MIST Bug Discovered, Thousands Of Ether Owners At Risk "
637,2017-12-15,Hackers are Mining Cryptocurrency Off of Other People’s Computers Using Video Websites 
638,2017-12-15,"Bloomberg Adds Ethereum, Litecoin and Ripple To It’s Price Terminal "
639,2017-12-15,The Japanese Company GMO Internet Wants to Pay Its Employees in Bitcoin 
640,2017-12-15,Blockchain Technology Could Be Helpful In Tracking Your Holiday Shopping 
641,2017-12-15,ISIS Supporter Caught Sending Cryptocurrency To Syria 
642,2017-12-15,Greece’s Supreme Court Supports Vinnik’s Extradition To US To Account For His $4 Billion USD Laundered 
643,2017-12-15,Fundstrat Co-Founder Tom Lee Believes Price of Bitcoin Will Continue to Increase 
644,2017-12-15,Sources Report Venezuelan Gov. Will Roll Out Online Registry for Bitcoin Mining 
645,2017-12-14,"DASH Breaks Record High Almost At $1,000 "
646,2017-12-14,The “Wolf of Wall Street” Weighs In On Bitcoin and ICOs 
647,2017-12-14,Man Holds Friend At Gunpoint to Steal His Cryptocurrency 
648,2017-12-14,IOTA Doesn’t Run on Blockchain – Does that Make It Better than Bitcoin? 
649,2017-12-14,Bitcoin To Replace Banks? Israel’s PM Thinks So 
650,2017-12-13,Victory Square Appoints BTL Group Co-Founder As Strategic Advisor 
651,2017-12-13,Struggling Coinbase Adds Former PayPal Executive To Their Board 
652,2017-12-13,eBay Considering Adding Bitcoin 
653,2017-12-13,2018 Is Going to Be the Year for Bitcoin Cash 
654,2017-12-13,"IOTA Drops 15 Percent, No Partnership With Microsoft After All "
655,2017-12-13,"Ether Hits $700, Could It Reach $1000 Before 2018? "
656,2017-12-13,Starbucks In Argentina Caught Mining On Customers Laptops Via Wifi 
657,2017-12-13,Co-Owner Of The GS Warriors Predicts Bitcoin To Reach $1 Million 
658,2017-12-13,"Fake MyEther Wallet Removed From Apple Store, Hits No3 On App Store "
659,2017-12-12,"Ether’s Back, Breaks New Record Above $600 and Climbs Even Higher "
660,2017-12-12,Belarus Rolls Out Blockchain Legislation 
661,2017-12-12,SEC Chairman Weighs In On Cryptocurrency Futures 
662,2017-12-12,"DASH Hits Record High and Now Offered At 13,000 Locations "
663,2017-12-12,"Litecoin Breaks $330, Up 75% For The Day "
664,2017-12-12,Bitcoin Cash Debit Card Launching Soon 
665,2017-12-11,Korean Banking Behemoth NH Bank Joins Forces with R3 Blockchain Consortium 
666,2017-12-11,PlexCoin Founder Jailed 
667,2017-12-11,"Ron Paul Asks Followers if They Would Rather Invest in Bitcoin or Gold, “Surprised” by the Results "
668,2017-12-11,UBS Will Be Launching a Live Ethereum Platform 
669,2017-12-11,Litecoin Breaks $200 
670,2017-12-11,Nokia Wants to Use Blockchain to Give Individuals More Control Over Their Personal Health Data 
671,2017-12-11,CBOE CEO Edward Tilly Calls Out Critics Who Said Their Bitcoin Futures Market Was Rushed 
672,2017-12-11,People Have Started Taking Out Mortgages to Buy Bitcoin 
673,2017-12-11,France Approves Financial Blockchain Trading 
674,2017-12-11,"Saxo Bank’s Global Strategist Predicts Bitcoin To Reach $100,000 "
675,2017-12-11,"Bitcoin Whales Own More Than 40 Percent Of All Bitcoin, Could 1,000 People Break The Cryptocurrency? "
676,2017-12-11,"Hard Fork, Super Bitcoin, Launches Tomorrow Aiming At “Making Bitcoin Great Again” "
677,2017-12-11,"Russia, China, and Iran Working Out Deals To Trade Oil With Cryptocurrency "
678,2017-12-11,"Bitcoin Takes On Wall Street, Bitcoin Futures Officially Launched Last Night "
679,2017-12-11,Bitcoin Mining Operations Cause Blackouts 
680,2017-12-11,"Litecoin Taking Off, Up 87 Percent This Week "
